sID	danger	order	coma_check_a	coma_check_na	complication_check_a	complication_check_na	danger_strength	justification_a	justification_na	preventive_strength	singular_query_a	singular_query_na	Attention_Confirmation	Age	Sex	Technical_issues	Duration (sek)
562	weakest	non_attack_first	1	1	2	1	7	in placebo, many cases with complications led to coma	complication didnot occur and with the blood thinner confidence of doctor in doing successfully  increases. With the better state of mind ( due to thinner) complication didnot occur and coma was prevented	10	9	3	1	27	1	no	992
572	weakest	non_attack_first	1	1	2	1	6	Once again, numbers are indicating that the blood thinner helps.	Because the numbers would indicate that the blood thinner prevents coma.	9	9	9	1	39	2	-99	711
578	weakest	non_attack_first	1	1	2	1	8	Blood thinner helped a patient to avoid falling into coma even if complications occured.	Because patients treated with blood thinner always avoid falling into a coma compared with patients treated with only placebo	11	11	11	1	20	1	-99	863
579	weakest	non_attack_first	1	1	2	1	4	Again the chances are extremely high the blood thinner stopped this patient going in to a coma because of the 100% effectiveness of the blood thinner in the study however I feel there is never 100% certainty in any situation	Out of the 120 patients that received the blood thinner none went into a coma, therefore the chances that this patient didn't fall into a coma because they had the blood thinner is very high. However I did not give it 100% certainty because it is possible if they used another 120 patients in a new study that it could happen. I believe the odds they wont go into a coma are extremely high but there is a chance in any situation that this could change.	11	10	10	1	42	2	-99	1189
591	weakest	non_attack_first	1	1	2	1	4	Using the blood thinner seems to be effective on all patients, but I suppose, nothing is perfect, so I rated just under the maximum.	Based on the number of cases that used the blood thinner & the fact that none of those patients lapsed into a coma, I would say that the blood thinner definitely stopped no.55 from falling into a coma.	11	10	10	1	50	1	None.	983
614	weakest	non_attack_first	1	1	2	1	7	From the control study, 30/120 participants ended up in a coma. However, 20 did not have any complications and all did not end up in a coma hence, 30/100 went into a coma due to the complication. In the thinner group, 20 did not have any complications hence the probability of having a complication is consistent across the two groups. Assuming a 30% coma rate given a complication, then the it is highly unlikely that reduced coma rate in the group using the thinner was due to chance. Therefore, it is quite likely that the thinner does indeed help mitigate the chance of a coma, given a complication.	Since the complication did not occur, the blood thinner was not needed. Hence, the blood thinner did not directly prevent the coma since it is designed to help if the complication occurs.	9	10	1	1	24	1	-99	915
623	weakest	non_attack_first	1	1	2	1	8	We cannot say 100% it was because of the blood thinner for this specific individual but the study shows that those who would statistically usually go into a coma, would not after taking the blood thinner.	Because it is an individual person, you would not know if they were going to experience the complication or not, so i cannot say it was down to the blood thinner. I think if they were going to have a complication, it would have happened regardless of the blood thinner but their chances of going into a coma would have been reduced if that happened. the study shows there is no difference in the number of complications between groups but only the number of people who had gone into a coma after complications.	10	9	4	1	28	2	None	698
625	weakest	non_attack_first	1	1	2	1	7	I have judged this based on the number of people in the group who also had complications, none of them lapsed in to a coma, whereas in the placebo group, there were lots who had complications and lapsed in to a coma, showing that the blood thinner has an affect.	I have based this on the fact that from what i can see, in the group that had a placebo instead of the blood thinner, none of them who had no complications like number 55 lapsed in to a coma, this shows me that the blood thinner does not seem to affect the surgery when no complications are met.	7	8	2	1	25	1	-99	722
631	weakest	non_attack_first	1	1	2	1	4	All the patients given the thinnner that had the complication didn't lapse into a coma.  Some of the patients in the placebo group did lapse into a coma.  It would therefore appear that the thinner prevented the coma in all the patients given it.  I don't know how to calculate statistical likelihoods but it appears there's a 100% correlation between the giving of the thinner and prevention of permanent comas that is consistent.	I've tried counting the various groups in the two sets.  There are 120 patients in each.  None of the patients in the blood thinner group fell into a coma, and 99 out of them had the thinner and the complcation, I think.  That seems to be an 82.5% likelihood that a coma will be avoided if the patient has the thinner, but I haven't calculated the chance of the complication and the impact that has on the results.  I don't really understand if you want me to delve that deeply into it, so I've just answered the question I think you asked and left it at that.	11	11	9	1	64	2	None.	1153
638	weakest	non_attack_first	1	1	2	1	6	Clinic B shows people could have the complication and not go into a coma on blood thinners. On an individual basis, it is hard to tell if the blood thinners was the reason why they didn't have a coma or if they wouldn't have gone into one anyway. It seems the blood thinner helps the chances when there are complications so I believe it helped	in clinic B, less than half fell into a coma without the blood thinner. The blood thinner has increased chance of not going into a coma but, he also had a reasonable chance of not going into a coma before. I would rather have the thinner for peace of mind, but the increase	11	9	7	1	25	2	no	807
643	weakest	non_attack_first	1	1	2	1	6	I think the blood thinner have had an impact upon this as none of the people who received it in group A and experienced complications fell into a coma, while several of those who did not received it in group and had complications fell into a coma. There is always however this possibility that this occurred due to random chance so I cannot say definitely whether the blood thinner prevented this. I realise i may have contacted my answer to an earlier question here! I have no person experience of administering these type of experiments so this is just my best guess.	I rated the probability as 50/50 because it is impossible to separate the exact influence of the blood thinner in preventing patients who did not have complications in falling into a coma, without further research.	11	8	6	1	48	2	No issues. Good luck with your research!	1462
666	weakest	non_attack_first	1	1	2	1	11	I am confident the blood thinner saved this person going into a coma	I thought as the complication hadnt happened that the blood thinner would not have affected the outcome, but was not totally sure that having the blood thinner stopped the complication happening in the first place	11	11	2	1	56	1	No all good, apart from my brain struggling with the info	1545
673	weakest	non_attack_first	1	1	2	1	9	Same as the previous answer	Looking at these results vs those that didnt take a blood thinner, yes i believe that was the reason	8	6	8	1	24	2	-99	428
677	weakest	non_attack_first	1	1	2	1	5	As they had the thinner then it looks like it might have helped, but basing results on a single patients outcome is not conclusive	The person didn't have a complication so the effectiveness of the blood thinner cannot be judged from this individual	10	9	4	1	61	1	No	793
682	weakest	non_attack_first	1	1	2	1	8	Because many patients who received the placebo did actually fall into a coma after receiving treatment whereas those who took the blood thinner did not.	Because none of the patients who received the blood thinner fell into a permanent coma after receiving surgery	11	2	1	1	18	2	-99	740
685	weakest	non_attack_first	1	1	2	1	5	In the study, a lot of patients who received blood thinner experienced complication but none of them went into coma, thus proving the effectiveness of the substance.	Patient 55 being one of the 19 people who did not experience any complication during surgery serves as a decent data to prove that blood thinner does help prevent permanent coma.	11	11	8	1	27	1	None.	477
689	weakest	non_attack_first	1	1	2	1	8	From the example with study group who only received a placebo, i concluded that approx 30% of patients who experienced the complication lapsed into a coma, whereas 70% didn't.  I would therefore say that for group 1, who patient 53 is part of, that approx 30% would have fallen into a coma if not for the blood thinner.  So it's more likely it was not because of the blood thinner, but still possible.	The blood thinner is used to combat a complication that may occur during surgery.  If the complication occurs, the blood thinner can then help prevent a coma.  In the case of patient 55, the complication did not occur, and therefore the blood thinner did not come into play.  It was not a factor in this, quite specific, example.	11	4	1	1	39	1	n/a	1500
707	weakest	non_attack_first	1	1	2	1	7	Im not sure about this one	He probably avoided the coma because of the blood thinner as it seems to stop everyone from going into a coma.	11	6	9	1	40	1	-99	670
710	weakest	non_attack_first	1	1	2	1	11	Looking at the chart it seems that the patient received blood thinner and because of which he didn't go into a coma even though there was a complication during the surgery.	After reading and looking at the given charts it seems that the blood thinner helps with the operation procedure and the risk of patient going into coma is far less as compared to the chart were the patient's were given a placebo, hence i think that blood thinner is a good solution in this scenario.	11	11	11	1	34	2	n/a	1358
713	weakest	non_attack_first	1	1	2	1	10	The complication occurred but they still didn't lapse. Compared to the other clinic this could be one factor	A complication didn't occur in the first place for us to be sure of the efficacy of the blood thinner	9	9	6	1	27	2	N/A	451
723	weakest	non_attack_first	1	1	2	1	7	The blood thinner is definitely effective, but there were many poe0pl with only the placebo who had the complication occur and still did not fall into a come, so in this particular case I can't say 100% that his success was because of the blood thinner specifically.	The complication didn't occur, so I can't say for sure how much the blood thinner helped, but because no one in the study who took the blood thinner went into a coma (complication or not) I feel like I can't contribute 100% of the success this patient had to the lack of complication.	11	8	5	1	29	2	-99	665
727	weakest	non_attack_first	1	1	2	1	8	None of the patients who received blood thinner lapsed into a coma compared to those who didn't. In the placebo group, it was around 50/50 whether a coma was possible so use of blood thinner decreased probability of coma but we cannot say the patient would definitely have resulted in permanent coma without the blood thinner.	The use of blood thinner seems to stop patients falling into a coma if the complication occurs. However we do not know if the blood thinner stopped the complication also or the patient would not have had the complication without blood thinner.	8	4	6	1	29	2	-99	803
754	weakest	non_attack_first	1	1	2	1	6	Again, no one who received the blood thinner fell into a coma.	None of the patients who received the blood thinner fell into a coma.	11	11	11	1	36	1	-99	578
755	weakest	non_attack_first	1	1	2	1	8	complications occurred during the surgery but still patient 53 did not lapse into permanent coma so that tells me that blood thinner prior to surgery has worked well for this group of patients.	The study results show that patients who received blood thinner prior to the surgery didn't lapse into a permanent coma although there were some patients who have shown complications during surgery but none of the patents lapse into the coma. The results reveals that taking a blood thinner did minimize the complications but still complications occured during the surgery but none of the 120 patients lapse into the permanent coma.	11	11	11	1	35	2	No issues.	1358
